Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2002,1,28,1,758,755,1042,1037,US,726,N714äæ,104,102,73,5,3,STL,PIT,553,6,25,0,NA,0,NA,NA,NA,NA,NA
2002,1,29,2,747,755,1031,1037,US,726,N744äæ,104,102,75,-6,-8,STL,PIT,553,4,25,0,NA,0,NA,NA,NA,NA,NA
2002,1,30,3,749,755,1011,1037,US,726,N714äæ,82,102,67,-26,-6,STL,PIT,553,5,10,0,NA,0,NA,NA,NA,NA,NA
2002,1,31,4,752,755,1022,1037,US,726,N710äæ,90,102,68,-15,-3,STL,PIT,553,6,16,0,NA,0,NA,NA,NA,NA,NA
2002,1,6,7,934,935,1108,1118,US,728,N436äâ,94,103,73,-10,-1,CLT,BUF,546,7,14,0,NA,0,NA,NA,NA,NA,NA
2002,1,7,1,934,935,1115,1118,US,728,N413äâ,101,103,76,-3,-1,CLT,BUF,546,5,20,0,NA,0,NA,NA,NA,NA,NA
2002,1,8,2,930,935,1114,1118,US,728,N444äâ,104,103,79,-4,-5,CLT,BUF,546,3,22,0,NA,0,NA,NA,NA,NA,NA
2002,1,9,3,929,935,1126,1118,US,728,N449äâ,117,103,90,8,-6,CLT,BUF,546,3,24,0,NA,0,NA,NA,NA,NA,NA
2002,1,10,4,931,935,1113,1118,US,728,N423äâ,102,103,85,-5,-4,CLT,BUF,546,2,15,0,NA,0,NA,NA,NA,NA,NA
2002,1,11,5,930,935,1109,1118,US,728,N405äâ,99,103,77,-9,-5,CLT,BUF,546,2,20,0,NA,0,NA,NA,NA,NA,NA
2002,1,12,6,930,935,1113,1118,US,728,N420äâ,103,103,79,-5,-5,CLT,BUF,546,4,20,0,NA,0,NA,NA,NA,NA,NA
2002,1,13,7,931,935,1114,1118,US,728,N442äâ,103,103,81,-4,-4,CLT,BUF,546,3,19,0,NA,0,NA,NA,NA,NA,NA
2002,1,14,1,935,935,1115,1118,US,728,N422äâ,100,103,71,-3,0,CLT,BUF,546,4,25,0,NA,0,NA,NA,NA,NA,NA
2002,1,15,2,932,935,1118,1118,US,728,N431äâ,106,103,77,0,-3,CLT,BUF,546,2,27,0,NA,0,NA,NA,NA,NA,NA
2002,1,16,3,932,935,1113,1118,US,728,N420äâ,101,103,78,-5,-3,CLT,BUF,546,3,20,0,NA,0,NA,NA,NA,NA,NA
2002,1,17,4,931,935,1113,1118,US,728,N411äâ,102,103,85,-5,-4,CLT,BUF,546,3,14,0,NA,0,NA,NA,NA,NA,NA
2002,1,18,5,931,935,1126,1118,US,728,N426äâ,115,103,85,8,-4,CLT,BUF,546,4,26,0,NA,0,NA,NA,NA,NA,NA
2002,1,19,6,947,935,1126,1118,US,728,N412äâ,99,103,69,8,12,CLT,BUF,546,2,28,0,NA,0,NA,NA,NA,NA,NA
2002,1,20,7,931,935,1115,1118,US,728,N427äâ,104,103,81,-3,-4,CLT,BUF,546,3,20,0,NA,0,NA,NA,NA,NA,NA
2002,1,21,1,955,935,1138,1118,US,728,N783Aä,103,103,75,20,20,CLT,BUF,546,4,24,0,NA,0,NA,NA,NA,NA,NA
2002,1,22,2,934,935,1121,1118,US,728,N781Aä,107,103,74,3,-1,CLT,BUF,546,3,30,0,NA,0,NA,NA,NA,NA,NA
2002,1,23,3,934,935,1107,1118,US,728,N439äâ,93,103,77,-11,-1,CLT,BUF,546,2,14,0,NA,0,NA,NA,NA,NA,NA
